,num_bids,num_auct,num_device_type,num_time,num_ctry,num_ip,num_url,mean_diff,std_diff,min_diff,median_diff,max_diff,iqr_diff,num_concurrent_bids,num_first_bid,num_last_bid,num_firsthalf_bids,num_secondhalf_bids,percent_firsthalf_bids,percent_secondhalf_bids,max_bids_in_auct,max_bids_per_device,max_bids_per_device_per_auct,percent_concurrent_bids,bids_per_auct,bids_per_device,bids_per_url,device_per_auct,ip_per_ctry,percent_max_bids,auto parts,books and music,clothing,computers,furniture,home goods,jewelry,mobile,office equipment,sporting goods,country1,country2,country3,country4,country5,country6,country7,country8,country9,country10,country11,country12,country13,country14,country15,country16,country17,country18,country19,country20,country21,country22,country23,country24,country25,country26,country27,country28,country29,country30,country31,country32,country33,country34,country35,country36,country37,country38,country39,country40,country41,country42,country43,country44,country45,country46,country47,num_device_change,outcome
261,680.0,167.0,223.0,678.0,41.0,537.0,48.0,20057592434.69514,24585510434.93764,0.0,12157894737.0,281052631579.0,22394736841.5,2.0,2.0,2.0,357.0,323.0,0.525,0.475,34.0,37.0,1.947368421052632,0.0029411764705882,4.07185628742515,3.0493273542600896,14.166666666666666,1.3353293413173652,13.097560975609756,0.0544117647058823,0.0,0.0,0.0,0.0,0.0,680.0,0.0,0.0,0.0,0.0,30.83667266467118,-78.38800320421058,131.6443558212063,33.01798864994022,-34.201136699992794,-6.902928317187025,10.934043281678488,-40.29189517333903,65.73992697154155,-19.31466166049491,21.2081960122478,1.3892860992638645,-0.0645171818154555,-2.2184647130758,-0.3554946776865529,-4.27733690107458,-1.104588772517735,-9.201395278307928,14.93465829701361,-4.2342135160821135,-6.710262894893919,0.1208521333748773,0.2668364845334159,-0.1161281332258394,5.210483994910423,-4.527697362371395,1.8013140376004002,2.147805178975306,-2.751347863762577,-4.344881945704852,-13.992636470704255,-10.735853120513106,-5.904554075942634,4.997400044964595,0.5744183315732369,0.5090717010995716,-0.9524415213385994,-1.2233049478180054,0.1841792676248891,0.4241123361281651,-1.960914701153816,-0.4206438260864498,0.4744787708147456,-0.3899318600544948,2.1216328730424165,-1.395993186058455,1.1058674809186928,42.0,0.0
607,10.0,10.0,9.0,10.0,8.0,10.0,6.0,7843941520467.889,17733022239448.19,54684210526.0,1776210526316.0,54838842105263.0,3340315789475.0,0.0,0.0,0.0,7.0,3.0,0.7,0.3,1.0,2.0,1.0,0.0,1.0,1.1111111111111112,1.6666666666666667,0.9,1.25,0.2,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7772279098950783,0.5880885007849916,-0.1680012411246575,-0.0082496274911533,0.0976223050468836,0.0633953129404952,0.2918986695316746,-0.1925950352685844,-0.2580321149018856,0.1444610392093902,-0.4002848339382895,-0.0258573810912413,0.0020430769550827,0.5019060811581123,-0.3894833429983665,-0.0860670459859222,-0.1238764764618326,-0.2264189659813264,-0.2526613506797937,0.060739581072753,0.7358855059417052,-0.7611960188762451,0.290688274183437,-0.0055798666457457,0.141284686570099,0.1164075517534792,0.8973994880449548,0.2600166937586024,-0.2338256327734873,-0.4826383651297469,0.6832181272351939,-0.2320129818873901,-0.049775720596955,-0.3303602464192947,-0.6415085517818625,0.5317513520079264,-0.0464101931948975,0.5653094855979239,-0.5886125574064386,-0.2484069803093654,0.0222823777680465,-0.6109257171891243,0.6985887084238186,0.0689018058806989,-0.0507008232696407,-0.0730198599232908,-0.2274947073916651,0.0,0.0
1967,5.0,5.0,1.0,5.0,4.0,5.0,1.0,18594355263157.75,31209903301860.84,213736842105.0,4445815789473.5,65272052631579.0,18673302631578.75,0.0,0.0,0.0,2.0,3.0,0.4,0.6,1.0,5.0,1.0,0.0,1.0,5.0,5.0,0.2,1.25,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,-1.234783954576284,0.5351133780100404,-0.2691650315305563,-0.023967890808645,0.3773423198152445,0.8038483610524615,-0.14679915712544,-0.1802444147710495,-0.548045393772704,1.3649559047367628,1.1588364741347568,0.0231155665312851,-0.0017852980781958,-0.2200686137519938,0.0890675708324038,0.0097042626035207,0.0124567603905191,0.0174415356376851,0.0147258191856847,-0.0025603914607522,-0.0159842405158621,0.0035662943162596,0.001419488914697,0.0001123934478894,0.0013638918610348,0.0015671093953267,0.002759805908673,-0.0069726134967674,-0.0033524851313836,-0.0018317236868038,0.0009865917263795,0.0032955895073747,0.0069832316063908,-0.0088540074263263,-0.0112332946590719,-0.000972921187746,0.0060656968699932,0.0187536748679619,0.0107411849273103,0.0270785041781265,0.0350006396855544,0.0218362634936056,0.0055183106525871,0.0072702637928252,0.002219845087828,0.0318934243934051,0.0649191267058048,4.0,0.0
240,89.0,49.0,69.0,89.0,17.0,80.0,35.0,152750000000.0,184649824861.79648,1157894737.0,82368421052.5,746263157894.0,152486842105.25,0.0,0.0,2.0,38.0,51.0,0.4269662921348314,0.5730337078651685,13.0,6.0,1.0,0.0,1.816326530612245,1.289855072463768,2.5428571428571427,1.4081632653061225,4.705882352941177,0.0674157303370786,0.0,0.0,0.0,0.0,0.0,0.0,89.0,0.0,0.0,0.0,-8.011982979649856,-8.41405156459805,-9.542578920637906,2.3013002441053105,-17.549577041689204,-5.333136302676649,-3.827822212717596,-6.584271216950077,11.81550712907628,-2.394254331799893,3.026046448922753,-0.693939233447512,0.0116578331840541,-1.8640462506911235,0.5059823266167539,-5.274566765593833e-05,-0.0219061617947181,-0.0943254275718055,-0.1706180014475676,0.050667374132135,0.761418271976581,-0.449329964282564,-1.4133247655887975,-2.0987297771008886,-1.1170377600856018,0.4665473021249615,-0.5485708375482675,-0.230591266897271,-0.7615937598025457,-1.225019611590703,1.1350885027605229,1.098049797038966,-0.9556950272876158,-0.2877716853280427,-1.7860070517993234,1.69382908664412,0.4334559577254818,-1.1630420187022106,-0.4828938694468217,-0.5143249997585182,-0.7916306510618704,0.1266534238723971,0.3323767809453565,0.0273815086055269,-0.02295628182014,-0.0638276036040574,-0.248276480143431,2.0,0.0
819,1.0,1.0,1.0,1.0,1.0,1.0,1.0,582592599920.8384,1100401385110.2637,578947369.0,124118421052.25,5146526315789.5,181381578947.25,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.2895438152798749,-0.3274195117949209,0.8698964378719717,0.003849044608554,-0.0394794277854863,-0.0212137317399708,-0.0675120523819539,0.0310582717333868,0.0319637157530693,-0.0142021896394721,0.0303880274072838,0.0014226565559831,-0.0001111259466985,-0.020268864573667,0.0113110939720606,0.0017298489826762,0.0023129436399294,0.0037545184736178,0.0035628185206697,-0.0007463343297236,-0.0062385033081183,0.0019565643247361,0.0037689153908752,5.5352511289615146e-05,-0.0010607567048899,-0.000650192539013,-0.0019354000085266,0.0024844265029675,0.0016103997305587,0.000648079522141,0.00031033735975,-0.0005998350892917,-0.0010807538769882,0.0017853608281375,0.000345878323574,0.0006043761854496,-0.0001978919991345,-0.000905544592575,-0.0004964436905726,-0.0007150019216983,-0.0016034226336074,0.0003479308069147,0.0008036340830241,0.000161872456611,-9.333478061419812e-05,-0.0001711062616787,-0.0008925042288972,0.0,0.0
1419,50.0,23.0,34.0,50.0,7.0,47.0,25.0,1570991407089.163,7416158511304.27,4157894737.0,399315789474.0,52226000000000.0,640631578947.0,0.0,0.0,0.0,26.0,24.0,0.52,0.48,21.0,6.0,1.5,0.0,2.1739130434782608,1.4705882352941178,2.0,1.4782608695652173,6.714285714285714,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,-8.395405155117327,-4.116115951283874,-4.777683620195684,-1.5340987723673962,1.0149579787260352,1.192881835953958,7.634063623577382,-8.141665336989494,-22.05240948570007,-27.84272620479632,13.23539329105458,1.1783915705878174,-0.0489918999784676,-4.19202439149398,1.8339964710836083,0.2139175143928359,0.2624017948215615,0.3377200413141888,-0.0184966516688855,-0.7789597353321392,-1.1781089476204591,0.2939020304157783,0.5163825227283888,0.0065966040106857,-0.1221693713911955,-0.0714502286260687,-0.1880641488940233,0.1733755285324629,0.000397177888782,-0.1920200659879538,-0.6446155338823308,-0.5587890962071357,-0.3770712428714779,0.4231533098366885,0.0718165256152738,0.1190740320458286,-0.0376860228552353,-0.1650487434127561,-0.0881527368507087,-0.1222549729681142,-0.2579632659093634,0.0537350262411942,0.1241496444145567,0.0242987687273449,-0.0145965203132147,-0.0261496822699471,-0.1320759770358896,3.0,0.0
1779,1.0,1.0,1.0,1.0,1.0,1.0,1.0,582592599920.8384,1100401385110.2637,578947369.0,124118421052.25,5146526315789.5,181381578947.25,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.2543582222888548,-0.1366835606149212,-0.2163871775487592,-0.6788605782251391,-0.5622582688513744,-0.1337566507908647,-0.2270633970570007,0.0779572912056588,0.0701750318886665,-0.0286296839254903,0.057032019735338,0.00250349199881,-0.0001950166691921,-0.0341370488398319,0.0184275932964334,0.0027476792449631,0.0036593504539665,0.0059070713382009,0.0055691764001628,-0.0011613875858684,-0.0096271107703099,0.0029944166366417,0.0057417985420392,8.36957371739821e-05,-0.0016039318761315,-0.000981687499571,-0.0029141807944592,0.0037280988122438,0.0024084498625442,0.0009669691164203,0.0004625120645211,-0.0008935410564196,-0.0016070844602801,0.0026483230303518,0.0005125202010655,0.0008940865780696,-0.000292513728376,-0.0013370837558906,-0.000732474147207,-0.0010535640034338,-0.002355497971406,0.000509801679214,0.0011777567725203,0.0002366696991361,-0.0001369373023389,-0.0002505506456568,-0.0013037655507838,0.0,0.0
1091,50.0,25.0,30.0,50.0,8.0,37.0,15.0,270885069817.40817,377554956263.7396,1631578947.0,150052631579.0,1656368421053.0,309473684210.0,0.0,2.0,0.0,36.0,14.0,0.72,0.28,9.0,5.0,1.0,0.0,2.0,1.6666666666666667,3.333333333333333,1.2,4.625,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,-2.2329960405941334,-2.3428967566622068,-2.331949731119655,-0.0722625962808867,0.8352787371592525,0.526845296479888,2.305659839336349,-1.4621760254578442,-1.922851140245996,1.075386565242619,-3.127391983996568,-0.9623903054834524,0.0329806277392374,1.9784447398046647,-1.7242204732678377,-0.3592541848926667,-0.513592075883648,-0.901222789076687,-0.9577076692792278,0.2231849232614985,2.178972777322955,-0.8654202326854854,-2.115120522702878,1.3868215840748783,-0.4750447071997327,0.1160072503452687,0.8944848472794692,-2.0581853193963613,0.6764875170325165,-0.2367936922310306,-0.1246387319143463,0.4942999964084429,0.97054682648822,-2.410338349052011,-1.5800754294634602,-2.4868168268258035,5.32018645498505,-2.155464615436516,-0.4539159552400266,-0.4309132253265883,0.4100226607017999,-0.1710934309728556,-0.6688823366459092,0.0692490291041424,-0.2054942555982442,0.2393457936840084,-0.3365368721321687,11.0,0.0
1289,9.0,5.0,4.0,9.0,2.0,7.0,6.0,1062625000000.0,1586870031409.7822,14000000000.0,410736842105.5,4724526315789.0,1098197368422.0,0.0,0.0,0.0,7.0,2.0,0.7777777777777778,0.2222222222222222,5.0,4.0,1.3333333333333333,0.0,1.8,2.25,1.5,0.8,3.5,0.4444444444444444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,2.9592652475593293,-0.2533690032553498,-0.3620104257199993,-0.0185714603961,0.2334057920246093,0.169030762206537,1.1421556504861734,-2.3972229577688275,2.6658457223672496,-0.487902250812521,0.6891300671579549,0.0245254020101094,-0.0018963878730902,-0.2996806262179151,0.1508774154808305,0.021472342057517,0.0284029217669968,0.0454205059045525,0.0423695739188088,-0.00877246547171,-0.0717823004015409,0.022053547356878,0.0420086062964177,0.0006060499826946,-0.0116119167279757,-0.0070928150408502,-0.0209774013047974,0.0267137056098073,0.0171819325150555,0.0068773711384037,0.0032848301893268,-0.0063418809298464,-0.0113806291863969,0.0186965427503848,0.0036131537778913,0.0062908995783922,-0.002056122240925,-0.009385843887637,-0.0051368637647439,-0.0073770732269784,-0.0164340445389744,0.0035462514463405,0.0081939539641858,0.0016421697414046,-0.000953814853956,-0.0017413605322844,-0.0090364744030944,4.0,0.0
365,12.0,10.0,9.0,12.0,2.0,11.0,8.0,6814636363636.363,16788643443297.514,222368421053.0,1721947368421.0,57174736842105.0,1527368421053.0,0.0,0.0,0.0,3.0,9.0,0.25,0.75,3.0,3.0,1.0,0.0,1.2,1.3333333333333333,1.5,0.9,5.5,0.25,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.7840297431639907,-1.1245490485547316,-1.312583836072083,-0.058772596626127,0.728983218959885,0.5182516084061672,3.364066752963493,-6.731676557623765,7.141993850449703,-1.2261873031329946,1.466399651395588,-0.3618921282036181,-0.7013407252491174,-1.131429488581163,0.4930605450926493,0.0663940866009052,0.0872282141114518,0.1382354281154157,0.1276947025236406,-0.0262704310366524,-0.2125804980415812,0.0646440792424446,0.1224724831055599,0.0017522998014364,-0.0335672298440879,-0.0204706280465013,-0.0603636592962994,0.0765894172859422,0.0490885580994868,0.0196007409932337,0.009351209185674,-0.0180444127873299,-0.032322878451196,0.0529703282284375,0.010224990492357,0.0177750824621857,-0.0058049864185322,-0.0264697777856697,-0.0144758688636756,-0.020762384269521,-0.0461176769773719,0.0099273021727685,0.0229411444943342,0.0045875265036835,-0.0026729922251617,-0.0048712858775023,-0.0252214220314462,2.0,0.0
